OBJECTID,YEAR_,STATE,AGENCY,UNIT_ID,FIRE_NAME,INC_NUM,ALARM_DATE,CONT_DATE,CAUSE,COMMENTS,REPORT_AC,GIS_ACRES,C_METHOD,OBJECTIVE,FIRE_NUM,SHAPEAREA,SHAPELEN
21462,2020,CA,CDF,CZU,CZU LIGHTNING COMPLEX,00005205,2020/08/16 00:00:00+00,2020/09/24 00:00:00+00,1,,86509,86553.4609375,7,1,,552318495.777984,255052.193259861
21480,2020,CA,CDF,ORC,SILVERADO,20121364,2020/10/26 00:00:00+00,2020/11/02 00:00:00+00,14, ,0,12469.20019531,7,1,,73125983.4583501,65362.593574505
21481,2020,CA,CDF,ORC,BLUE RIDGE,20121612,2020/10/26 00:00:00+00,2020/11/02 00:00:00+00,14, ,0,13694.53027344,7,1,,80671871.26885,65838.8753839423
21482,2020,CA,CDF,ORC,BOND,20136890,2020/12/03 00:00:00+00,2020/12/07 00:00:00+00,14, ,0,6681.10107422,7,1,,39200475.3997501,52771.3654774907
21515,2020,CA,CCO,KRN,STAGECOACH,02033315,2020/08/03 00:00:00+00,2020/08/03 00:00:00+00,14,,7750,7750.63720703,1,1,,47373861.8492306,46920.3382001706
21560,2020,CA,CDF,SHU,ZOGG,00009978,2020/09/27 00:00:00+00,2020/10/13 00:00:00+00,14,,56338,56338.05078125,3,1,,393993433.312703,190609.169916124
21569,2020,CA,CDF,AEU,GRANT FIRE,00016543,2020/06/12 00:00:00+00,2020/06/12 00:00:00+00,2,,5042,5062.19824219,1,1,,33560841.7726725,31944.6719386249
21580,2020,CA,CDF,FKU,MINERAL,00010219,2020/07/13 00:00:00+00,2020/07/26 00:00:00+00,14,,29666.96,29666.9609375,2,1,,184633612.393489,113981.402275569
21595,2020,CA,CDF,BEU,CARMEL,00004081,2020/08/18 00:00:00+00,2020/09/06 00:00:00+00,10,"Brush or brush-and-grass mixture fire
",6901,6996.94189453,7,1,,43813350.5993181,55600.1233182369
21604,2020,CA,CDF,BEU,RIVER,00004024,2020/08/16 00:00:00+00,2020/09/04 00:00:00+00,1,"Brush or brush-and-grass mixture fire
",48088,50213.8203125,7,1,,314948093.903797,188233.155878181
21616,2020,CA,CDF,SCU,SCU COMPLEX,00005740,2020/08/16 00:00:00+00,2020/09/11 00:00:00+00,1,,,396399,2,1,,2545883718.99621,634336.338845704
21618,2020,CA,CDF,SCU,CREWS,00004686,2020/07/05 00:00:00+00,2020/07/15 00:00:00+00,8,,,5513,2,1,,35060829.4026663,45170.9785570482
21625,2020,CA,CDF,RRU,APPLE,00096640,2020/07/31 00:00:00+00,2020/08/09 00:00:00+00,14,Auto-generated by EGP-IRWIN,,33209.30859375,2,1,,196145745.088602,150101.100013714
21641,2020,CA,USF,ANF,BOBCAT,00003687,2020/09/06 00:00:00+00,2020/10/19 00:00:00+00,14,56C3E0AE-98EF-4433-863D-23A5DFF3D0C2,115796,115997.9765625,7,1,,690091830.297994,433313.073884386
21665,2020,CA,CDF,LNU,WALLBRIDGE,00013407,2020/08/17 00:00:00+00,2020/09/02 00:00:00+00,1,Part of the LNU LIGHTNING COMPLEX,,55208.890625,7,1,,366514226.490753,157572.908253195
21666,2020,CA,CDF,LNU,HENNESSEY,00013337,2020/08/17 00:00:00+00,2020/09/16 00:00:00+00,1,Part of the LNU LIGHTNING COMPLEX,305651,305351.59375,7,1,,2027266568.25789,1008834.88444178
21667,2020,CA,CDF,LNU,GLASS,00015497,2020/09/27 00:00:00+00,2020/10/20 00:00:00+00,14,J. Baldwin,,67484.34375,7,1,,447043238.763344,272074.173454455
21678,2020,CA,USF,TNF,LOYALTON,00001600,2020/08/14 00:00:00+00,2020/08/27 00:00:00+00,1,0896AFFE-7839-40D4-BA6D-407F47E4CAA6,47029,46720.8828125,8,1,,319860110.44354,132036.550481914
21679,2020,CA,USF,PNF,SHEEP,00001299,2020/08/17 00:00:00+00,2020/09/07 00:00:00+00,1,FB31F965-B88D-4C84-8B88-3241F38187CC,29570,29541.12109375,7,1,,205912404.478943,123134.869784303
21680,2020,CA,USF,LPF,DOLAN,00002428,2020/08/18 00:00:00+00,2020/12/31 00:00:00+00,14,F0A60F88-D1D5-4D86-8105-A3A06456B357,124924,124527.3125,7,1,,772950527.937128,255261.397082978
21683,2020,CA,USF,PNF,NORTH COMPLEX,00001302,2020/08/17 00:00:00+00,2020/12/03 00:00:00+00,1,76D31198-0DB2-4ED3-8A95-85F24964E547,318776,318776.6875,1,1,,2183903306.79726,515161.140670897
21684,2020,CA,USF,SQF,CASTLE,00002541,2020/08/19 00:00:00+00,2021/01/04 00:00:00+00,1,4CE00061-B897-49DC-8839-D08E040FF65D,174178,170647.84375,7,1,,1063135639.87625,897716.760534131
21688,2020,CA,USF,SNF,CREEK,00001391,2020/09/04 00:00:00+00,2020/12/24 00:00:00+00,14,33CBB9DC-6983-4F47-B821-9C9A6CAC381D,379895,379882.25,8,1,,2435747263.7359,1030210.52228453
21695,2020,CA,USF,KNF,DEVIL,00007084,2020/09/09 00:00:00+00,,14,C99607D1-B1D4-4FE3-9B28-36C315AC4306,8857,8871.93261719,7,1,,64904831.3029824,108856.594837796
21707,2020,CA,USF,KNF,SLATER,00007035,2020/09/08 00:00:00+00,2020/12/12 00:00:00+00,14,24CDAB5C-7832-4546-BD05-15CC702A0326,157270,157429.765625,3,1,,1152491340.1386,580102.551891584
21716,2020,CA,USF,ANF,LAKE,00003273,2020/08/12 00:00:00+00,2020/08/30 00:00:00+00,14,"IRWINID BD5901D9-C99A-45CB-B799-F1CAD5F3EA4B,",31089,30999.38671875,7,1,,185934914.634278,117870.197834611
21718,2020,CA,USF,CNF,VALLEY,00002833,2020/09/05 00:00:00+00,2020/09/24 00:00:00+00,14,A55E40C0-7692-40CD-95ED-113D7936B7F7,16390,16389.52929688,3,1,,94002680.7936983,112779.788219606
21738,2020,CA,CDF,RRU,SNOW,00119353,2020/09/17 00:00:00+00,2020/09/24 00:00:00+00,10,IRWINID FFCB89F5-98FB-4C3A-9554-3D1554181A63,6254,6253.43701172,2,1,,36805044.7687931,48686.0783055628
21743,2020,CA,USF,MNF,AUGUST COMPLEX FIRES,00008864,2020/08/16 00:00:00+00,2020/11/11 00:00:00+00,1,92D7C097-9C52-4824-A261-B0BD6F932EF3,,1032699,3,1,,7116307899.1239,1695542.55514709
21745,2020,CA,CDF,LMU,HOG,00003874,2020/07/18 00:00:00+00,2020/08/28 00:00:00+00,14,795DCBB1-F228-4F7B-9C92-14999DC4B397,9564,9566.35546875,7,1,,66866941.2191269,85678.3440426157
21748,2020,CA,USF,SRF,RED SALMON COMPLEX,00000643,2020/07/27 00:00:00+00,2020/11/19 00:00:00+00,1,599BC281-404B-4F3E-BE7F-9A8F7B3E9E56,142386,143836.328125,8,1,,1026602327.56319,464942.025152139
21755,2020,CA,NPS,YNP,BLUEJAY,00000054,2020/07/25 00:00:00+00,2020/11/19 00:00:00+00,1,,6922,6921.98730469,7,2,,44992208.0476778,55875.1320954189
21756,2020,CA,NPS,BNP,CALDWELL,00000479,2020/07/22 00:00:00+00,2020/09/01 00:00:00+00,1, ,80859,81224.3671875,7,1,,590731985.530573,236072.500286635
21757,2020,CA,NPS,MNP,DOME,00012356,2020/08/15 00:00:00+00,2020/09/12 00:00:00+00,1,Auto-generated by EGP-IRWIN,43273,44211.0859375,8,1,,269171466.526749,94295.139243738
21762,2020,CA,NPS,KNP,RATTLESNAKE,00000080,2020/08/16 00:00:00+00,2020/12/28 00:00:00+00,1,estimate based on satellite heat since 21 NOV,8419,8422.83691406,7,2,,52760004.8849225,142312.836653677
21768,2020,CA,BLM,CCD,BACCARAT,00030788,2020/10/04 00:00:00+00,2020/10/11 00:00:00+00,14,a3e0e911-3411-46a6-8928-97727db86bb9,,10456.36328125,2,1,,71729594.3058914,48876.5190937813
21775,2020,CA,BLM,CND,MOUNTAIN VIEW,00030860,2020/11/17 00:00:00+00,2020/11/30 00:00:00+00,14,54D7D11C-04DF-418A-9D22-9249FF56A4B8,,20374.48828125,2,1,,135042607.60665,71386.5560468088
21776,2020,CA,BLM,CDD,NADEAU,00011339,2020/07/29 00:00:00+00,2020/08/04 00:00:00+00,14,de1057cc-f14b-4352-b80d-75c93219e9ed,,9150.36816406,7,1,,56715274.2548441,81985.6084496163
21777,2020,CA,BLM,CCD,NORTH,00030547,2020/08/02 00:00:00+00,2020/08/10 00:00:00+00,10,cd8d2f6a-ba50-43cf-a62f-894091d839cc,,6882.26708984,7,1,,47310873.487188,55841.2880833097
21786,2020,CA,USF,HTF,SLINK,00030684,2020/08/29 00:00:00+00,2020/11/13 00:00:00+00,14,4de3802a-339c-4f3d-bd9a-61d55e9d2aa5,,26751.67773438,7,1,,177137742.947879,120615.447580106
21791,2020,CA,BLM,NOD,W-5 COLD SPRINGS,00004727,2020/08/18 00:00:00+00,2020/09/13 00:00:00+00,1,0afebc32-36ee-4fa8-aec5-419c9c6ba51d,,84817.2734375,7,1,,604907699.577412,218761.343479134
21875,2020,CA,CDF,LMU,GOLD,00003917,2020/07/20 00:00:00+00,2020/10/29 00:00:00+00,14, ,22614,22652.55859375,7,1,,161406943.239828,129127.785644877
34636,2016,CA,CDF,MVU,BORDER 3,014498,2016/06/19 00:00:00+00,2016/07/07 00:00:00+00,14,USFS inc #0001647,7609,7606.02636719,3,1,,43496574.9484406,60505.4250899179
34642,2016,CA,DOD,AFV,CANYON,,,2016/09/28 00:00:00+00,14,2016-CAAFV-003151 geomac,,12713.62207031,8,1,,76109524.8749933,51201.069588166
41099,2016,CA,CDF,LNU,COLD,007135,2016/08/02 00:00:00+00,2016/08/09 00:00:00+00,14,,5731,5730.07470703,3,1,,37952065.4153833,43778.6274941869
41112,2016,CA,CDF,SLU,CHIMNEY,008948,2016/08/13 00:00:00+00,2016/09/09 00:00:00+00,10,,46235,46233.91796875,1,1,,284621239.679811,135850.097552489
41136,2016,CA,CDF,FKU,MINERAL,011358,2016/08/08 00:00:00+00,2016/08/19 00:00:00+00,7,,7050,6790.29296875,1,1,,42224837.1469984,40816.0311054877
41151,2016,CA,CDF,BEU,SOBERANES,003422,2016/07/22 00:00:00+00,2016/10/13 00:00:00+00,4,,132127,132104.28125,1,1,,825293496.995786,470055.23481746
41219,2016,CA,BLM,CND,ERSKINE,001415,2016/06/23 00:00:00+00,2016/06/30 00:00:00+00,14,Kern Co. # 1622831,48007,48008.3515625,2,1,,294304307.004111,186583.036955336
41250,2016,CA,USF,BDF,PILOT,010205,2016/08/07 00:00:00+00,,14,FIRESTSAT C_Meth 02 GPS Uncorrected Data,8110,8110.85498047,4,1,,48226403.3772502,52377.6092900271
41251,2016,CA,USF,BDF,BLUE CUT,010468,2016/08/16 00:00:00+00,2016/08/26 00:00:00+00,9,FIRESTSAT C_Meth 02 GPS Uncorrected Data,36274,36266.6953125,4,1,,215722539.079901,157079.384335763
41254,2016,CA,USF,ENF,TRAILHEAD,015200,2016/06/28 00:00:00+00,2016/11/08 00:00:00+00,9,SuprStratAttainDate unreported Fire Out Date used ,5646,5644.68017578,3,1,,37835129.3915666,38559.9988475948
41257,2016,CA,USF,INF,OWENS RIVER,001763,2016/09/17 00:00:00+00,2016/11/18 00:00:00+00,9,FIRESTAT C_Meth 03 GPS Different Corrected Data,5443,5461.39208984,4,1,,35401553.8204974,61696.1111070233
41262,2016,CA,USF,SQF,CEDAR,002595,2016/08/16 00:00:00+00,2016/08/16 00:00:00+00,9, ,29193,29100.55859375,3,1,,179369477.889372,127541.842595852
41279,2016,CA,USF,ANF,SAND,003008,2016/07/22 00:00:00+00,2016/08/07 00:00:00+00,2,FIRESTSAT C_Meth 20 Digitized Other,41432,41382.859375,6,1,,246512875.667682,121359.962379308
41286,2016,CA,USF,LPF,SHERPA ,001643,2016/06/15 00:00:00+00,2016/07/11 00:00:00+00,9,FIRESTSAT C_Meth 20 Digitized Other,7474,7465.75146484,6,1,,44587072.1189234,50070.3397093557
41287,2016,CA,USF,LPF,REY,002809,2016/08/18 00:00:00+00,2016/09/15 00:00:00+00,9,,32606,32580.43554688,8,1,,194972416.780621,167261.430551648
41295,2016,CA,USF,KNF,GAP,007501,2016/08/27 00:00:00+00,,7,,30696,33011.44140625,3,1,,240998600.77359,250892.876609018
41478,2017,CA,CDF,SLU,ALAMO,00007624,2017/07/06 00:00:00+00,2017/07/20 00:00:00+00,10,,26678,28834.171875,2,1,,174173285.52061,117396.899748338
41577,2017,CA,CCO,ORC,CANYON II,17110494,2017/10/09 00:00:00+00,2017/10/17 00:00:00+00,5,,9217,9198.02832031,7,1,,54071908.8064886,56494.6997950529
41627,2017,CA,CDF,MMU,DETWILER,00014474,2017/07/16 00:00:00+00,2017/08/31 00:00:00+00,9, ,,81826.2734375,1,1,,528043838.367942,243283.931816571
41656,2017,CA,CDF,LNU,NUNS,00010049,2017/10/08 00:00:00+00,2017/10/31 00:00:00+00,14,"Nuns,Partrick, Adobe, Norrbom and Pressley>Nuns ",55797,55798.19140625,3,1,,368001231.280939,305483.09595718
41660,2017,CA,CDF,LNU,TUBBS,00010104,2017/10/08 00:00:00+00,2017/11/01 00:00:00+00,14,Central Complex,36701,36701.984375,3,1,,243263474.144085,167697.410771885
41661,2017,CA,CDF,LNU,POCKET,00010104,2017/10/08 00:00:00+00,2017/11/01 00:00:00+00,14,Central Complex,17359,17359.328125,3,1,,115747129.025799,143951.044920182
41662,2017,CA,CDF,LNU,ATLAS,00010105,2017/10/08 00:00:00+00,2017/11/01 00:00:00+00,14,Southern Complex,51624,51624.65625,3,1,,340432031.808813,217876.45102061
41704,2017,CA,CCO,LAC,CREEK,00362189,2017/12/05 00:00:00+00,2017/12/05 00:00:00+00,14,,15619,15619.14648438,7,1,,92857036.0754816,71990.6476739006
41705,2017,CA,CCO,LAC,RYE,00362441,2017/12/05 00:00:00+00,2017/12/13 00:00:00+00,14,,6049,6047.71875,7,1,,36056780.6262954,43088.972676652
41741,2017,CA,BLM,NOD,R-4 PARSNIP,00005180,2017/08/30 00:00:00+00,2017/09/15 00:00:00+00,1,,0,18601.98046875,7,1,,131169145.052987,94536.6430737674
41747,2017,CA,BLM,NOD,LONG VALLEY,00030366,2017/07/11 00:00:00+00,2017/07/27 00:00:00+00,10,,0,83581.4140625,7,1,,577257450.156124,254095.862514251
41758,2017,CA,BLM,NOD,MUD,00005152,2017/08/29 00:00:00+00,2017/09/11 00:00:00+00,1,,0,6036.06494141,7,1,,42209652.6940346,30699.5418986299
41778,2017,CA,BLM,CND,SLINKARD,00001478,2017/08/29 00:00:00+00,2017/09/21 00:00:00+00,1,<Null>,0,8923.49511719,7,1,,59312745.7864207,44057.8064339332
41787,2017,CA,CDF,RRU,MANZANITA,00078840,2017/06/26 00:00:00+00,2017/06/30 00:00:00+00,10, ,6309,6303.65869141,3,1,,37095308.3218423,33443.4784674892
41795,2017,CA,CDF,FKU,GARZA,00009755,2017/07/09 00:00:00+00,2017/07/25 00:00:00+00,10,blank,,48886.6640625,2,1,,302589005.41855,115590.242855748
41801,2017,CA,CDF,FKU,ELM,00006727,2017/05/18 00:00:00+00,2017/05/23 00:00:00+00,2,,,11146.75488281,1,1,,69188487.9482633,46144.8660289827
41811,2017,CA,USF,SHF,HELENA,00001770,2017/08/30 00:00:00+00,2017/11/14 00:00:00+00,9,Unified Command with Cal-Fire/USFS,18316,18493.70703125,3,1,,130623106.264194,115013.182628505
41828,2017,CA,USF,SRF,HAYPRESS,00000914,2017/08/10 00:00:00+00,2017/10/16 00:00:00+00,1,,21301,21317.93164063,8,1,,153769708.621984,120160.213658413
41836,2017,CA,USF,SQF,SCHAEFFER,00001317,2017/06/24 00:00:00+00,2017/11/15 00:00:00+00,1,CONT_DATE  based on FIRESTAT Fire Out Date/Time,16031,15833.21191406,6,1,,98333942.9493839,111481.627255295
41837,2017,CA,USF,SQF,PIER,00002385,2017/08/29 00:00:00+00,2017/08/30 00:00:00+00,7,,36556,36619.42578125,6,1,,227595620.3648,112701.652011041
41839,2017,CA,USF,SQF,LION,00002753,2017/09/25 00:00:00+00,2017/11/02 00:00:00+00,1,,19215,18913.57617188,6,1,,117993626.579633,76518.4487986541
41849,2017,CA,USF,SNF,RAILROAD,00001743,2017/08/29 00:00:00+00,2017/11/18 00:00:00+00,9,CONT_DATE  based on FIRESTAT Fire Out Date/Time,12377,12371.1484375,3,1,,79569406.9860294,108952.966461887
41854,2017,CA,USF,SHF,BUCK,00001850,2017/09/12 00:00:00+00,2017/10/30 00:00:00+00,1,Initial Attack I.C. was Adam Zaharris. Two small *,13343,13357.28222656,8,1,,92794431.9250887,68184.3437889672
41871,2017,CA,USF,LPF,WHITTIER,00001770,2017/07/08 00:00:00+00,2017/12/21 00:00:00+00,9,CONT_DATE based on Inciweb,18431,18412.40429688,1,1,,110052443.243182,76132.4528731505
41874,2017,CA,USF,VNC,THOMAS,00003583,2017/12/04 00:00:00+00,2018/01/12 00:00:00+00,9,CONT_DATE based on Inciweb,281893,281790.875,7,1,,1681105894.58676,540531.887457906
41876,2017,CA,USF,KNF,CEDAR,00005915,2017/08/08 00:00:00+00,2017/10/10 00:00:00+00,1,CONT_DATE est from Inciweb/IRWIN - Eclipse Complex four mile merged,6939,9129.37695313,3,1,,66826182.8585519,108875.126942234
41885,2017,CA,USF,KNF,OAK,00006016,2017/08/11 00:00:00+00,2017/10/10 00:00:00+00,1,CONT_DATE est frm Inciweb/IRWIN - Eclipse Comp SRF Young & clear merge,45403,91125.328125,3,1,,662759651.436552,470305.295948045
41886,2017,CA,USF,KNF,WALLOW,00006029,2017/08/11 00:00:00+00,2017/11/13 00:00:00+00,1,CONT_DATE est from other Salmon-August fires,5272,63785.0703125,3,1,,459363739.031816,302323.992355045
41925,2017,CA,USF,MDF,COVE,00000722,2017/07/25 00:00:00+00,2017/09/06 00:00:00+00,1,<Null>,30886.5,30890.86132813,3,1,,221557152.639378,85246.3692302659
41927,2017,CA,USF,MDF,STEELE,00000776,2017/07/26 00:00:00+00,2017/08/13 00:00:00+00,1,<Null>,45690.4,45704.01171875,3,1,,333949956.298885,210887.602572677
41950,2017,CA,CDF,BTU,CHEROKEE,00015933,2017/10/08 00:00:00+00,2017/11/05 00:00:00+00,11,,8417,8415.80273438,1,1,,57418682.6720682,56006.6256092136
41952,2017,CA,CDF,BTU,WALL,00010975,2017/07/07 00:00:00+00,2017/08/03 00:00:00+00,2,,6033,6028.48974609,1,1,,40992989.8635441,49937.6101350378
41988,2017,CA,CDF,NEU,CASCADE,00026269,2017/10/08 00:00:00+00,2017/10/26 00:00:00+00,14,"NEU Wind Complex, merged w/ LaPorte",9989,16140.79882813,7,1,,109404876.923658,126853.61480453
41996,2017,CA,NPS,YNP,EMPIRE,00000084,2017/07/31 00:00:00+00,2017/11/27 00:00:00+00,1,,0,8577.55175781,7,1,84,55463909.9586724,156091.427983015
42029,2017,CA,CCO,LDF,LA TUNA,00000965,2017/09/01 00:00:00+00,2017/09/08 00:00:00+00,14,"5 residential structures, 5 outbuildings lost",7194,7051.35107422,8,1,,41848445.2727321,39362.4635113608
42030,2017,CA,USF,MDF,PARKER2 ,00000862,2017/08/03 00:00:00+00,2017/08/15 00:00:00+00,1,,7692,7693.31933594,3,1,,55487039.5245964,154167.754522215
42031,2017,CA,NPS,YNP,SOUTH FORK,00000108,2017/08/13 00:00:00+00,2017/11/03 00:00:00+00,1,no new growth past 10/11,7000,7560.07666016,8,1,,48763696.7022951,109839.559860555
42032,2017,CA,CDF,LNU,REDWOOD VALLEY,00012172,2017/10/08 00:00:00+00,2017/10/25 00:00:00+00,14,Mendocino Lake Complex,,36522.9453125,8,1,,247373450.637554,138169.276738236
42033,2017,CA,USF,RRS,ABNEY,00000568,2017/08/10 00:00:00+00,2018/01/10 00:00:00+00,1,"Miller Complex, cause from Incinet, Cont Date based on Fire out date",,32893.26171875,8,1,,240885915.488908,174124.472395059
42055,2018,CA,CDF,BTU,CAMP,00016737,2018/11/08 00:00:00+00,2018/11/26 00:00:00+00,11, ,153336,153335.5625,1,1,,1051100904.37253,405925.630140407
42113,2018,CA,CDF,SHU,CARR ,00007808,2018/07/23 00:00:00+00,2018/09/01 00:00:00+00,10, ,229651,229651.40625,1,1,,1618694608.19215,515058.517709546
42246,2018,CA,CDF,TCU,WAVERLY,00007477,2018/06/29 00:00:00+00,2018/08/09 00:00:00+00,2,,,11759.61816406,1,1,,76775934.0774375,80615.1222594255
42278,2018,CA,CDF,LNU,COUNTY,00009502,2018/06/30 00:00:00+00,2018/07/11 00:00:00+00,14,,,89831.1484375,2,1,,597104332.240603,213735.978033172
42291,2018,CA,CDF,LNU,RIVER,00008653,2018/07/27 00:00:00+00,2018/08/10 00:00:00+00,14,MENDOCINO_COMPLEX,48920,48920.390625,7,1,,328776999.427296,123952.417928106
42292,2018,CA,CDF,LNU,RANCH,00008646,2018/07/27 00:00:00+00,2018/09/19 00:00:00+00,14,MENDOCINO_COMPLEX,410203,410202.46875,7,1,,2774859060.55707,450086.790106563
42311,2018,CA,CCO,LAC,WOOLSEY,00338981,2018/11/08 00:00:00+00,2018/11/08 00:00:00+00,14,VNC INC# 00091023    18-0091023 VNC end date 1/4/2019,96949,96949,7,1,,573850675.403942,250299.952533699
42332,2018,CA,CDF,SKU,KLAMATHON,00004641,2018/07/05 00:00:00+00,2018/07/21 00:00:00+00,5,,38008,38008.7890625,7,1,,278368151.736614,154918.847360768
42350,2018,CA,USF,STF,DONNELL,00001702,2018/08/01 00:00:00+00,,14,,36450,36501.51171875,3,1,,240469888.3528,266577.63641885
42351,2018,CA,USF,SHF,DELTA,00001444,2018/09/05 00:00:00+00,,9, ,63458,63505.609375,3,1,,451652749.714737,213920.868401621
42354,2018,CA,USF,SHF,HIRZ,00001223,2018/08/09 00:00:00+00,2018/09/15 00:00:00+00,9,Hirz Fire grew to include Moore and Point fires. *,40580,40608.43359375,3,1,,288666688.58755,166007.16920277
42355,2018,CA,USF,SHF,MOORE,00001224,2018/08/09 00:00:00+00,2018/09/15 00:00:00+00,9,"This fire became part of the Hirz fire; cause und*",5570,5574.37939453,8,1,,39558720.8387636,29164.9156622405
42376,2018,CA,USF,CNF,HOLY,00002664,2018/08/06 00:00:00+00,2018/10/17 00:00:00+00,9,"Prolonged duration before fire will be ""Out""--lar*",23025,23025,6,1,,134978279.579941,90674.230999788
42380,2018,CA,USF,MDF,STONE,00001193,2018/08/15 00:00:00+00,2018/08/29 00:00:00+00,1,,39387,39579.4296875,3,1,,285155172.208241,104656.949551851
42387,2018,CA,USF,SNF,FERGUSON,00000745,2018/07/13 00:00:00+00,2018/11/28 00:00:00+00,9,,96900,96900.0390625,1,1,,625823315.548968,236081.231941122
42388,2018,CA,USF,INF,LIONS,00000493,2018/06/19 00:00:00+00,2018/11/28 00:00:00+00,1,,13462,13462.7421875,1,1,,86880896.4606188,74767.4907176496
42394,2018,CA,USF,BDF,CRANSTON,00011390,2018/07/25 00:00:00+00,,7, ,13229,13229.15820313,3,1,,77576969.708488,110578.765247428
42401,2018,CA,USF,HTF,BOOT,00030600,2018/09/14 00:00:00+00,2018/09/17 00:00:00+00,14,,,6972.25195313,5,1,,45997275.1261507,77419.8101111076
42405,2018,CA,USF,RRS,NATCHEZ,00000348,2018/10/19 00:00:00+00,2018/12/18 00:00:00+00,14,,,38117.8515625,7,1,,278429084.94343,230723.060895212
42409,2018,CA,USF,LNF,WHALEBACK,00003951,2018/08/05 00:00:00+00,2018/08/06 00:00:00+00,14,,,18701.8984375,7,1,,131529873.670576,64113.0957824329
42434,2018,CA,CDF,LNU,PAWNEE,00009002,2018/06/23 00:00:00+00,2018/07/05 00:00:00+00,14,,,15196,2,1,,102191530.303575,148744.005784788
42453,2019,CA,CCO,VNC,MARIA,00090135,2019/10/31 00:00:00+00,2019/11/05 00:00:00+00,14,"Maria IMT, 11/3/2019 2130hrs",9999,10042.45898438,7,1,,59718543.840633,66055.5952608482
42478,2019,CA,CDF,LNU,KINCADE,00019376,2019/10/23 00:00:00+00,2019/11/10 00:00:00+00,11,,,77762.140625,1,1,,517112590.749095,238568.856408905
42566,2019,CA,CDF,TGU,RED BANK,00009386,2019/09/05 00:00:00+00,2019/09/15 00:00:00+00,1,,8822,8822.02441406,7,1,,61191653.4728188,59558.640806552
42617,2019,CA,CDF,MMU,BRICEBURG,00021257,2019/10/06 00:00:00+00,2019/10/20 00:00:00+00,10,IR Heat Perimeter with some corrections from GPS,5563,5508.35009766,7,1,,35579063.5498213,32223.6346458028
42689,2019,CA,USF,INF,TABOOSE,00002018,2019/09/04 00:00:00+00,2019/11/23 00:00:00+00,1,,10265,10267.63183594,1,1,,65304716.4635497,96472.369703219
42691,2019,CA,USF,INF,SPRINGS,00001465,2019/07/26 00:00:00+00,2019/12/18 00:00:00+00,1,,4840,6614.63427734,1,1,,42987120.6774422,31381.9091531778
42710,2019,CA,USF,MDF,LONE,00000836,2019/09/05 00:00:00+00,2019/12/02 00:00:00+00,1,,5737,5737.15966797,1,1,,41766711.4588265,34608.9320019004
42711,2019,CA,USF,MDF,TUCKER,00000509,2019/07/28 00:00:00+00,2019/09/17 00:00:00+00,9,,14217,14184.66113281,1,1,,103380899.976454,70971.9579013602
42734,2019,CA,USF,SHF,SOUTH,00001209,2019/09/05 00:00:00+00,2019/12/02 00:00:00+00,1,,5532,5333.99072266,3,1,,36952235.0572737,99390.0258406781
42745,2019,CA,USF,PNF,WALKER,00001324,2019/09/04 00:00:00+00,2020/01/15 00:00:00+00,9,,54628,54614.90234375,1,1,,378027378.834921,271202.794103387
42764,2019,CA,LRA,LDF,SADDLE RIDGE,00001582,2019/10/10 00:00:00+00,2019/10/31 00:00:00+00,14,"shape from GEOMAC, dat from CAL FIRE web",8799,8799.32519531,7,1,,52335530.8265978,86547.4078323657
